song_id,title,artist_id,artist_name,year,duration,tempo,loudness
SOILPQQ12AB017E82A,Sohna Nee Sohna Data,AR1ZHYZ1187FB3C717,Faiz Ali Faiz,0,599.24853,99.273,-8.032
SOXLBJT12A8C140925,Caught In A Dream,ARYKCQI1187FB3B18F,Tesla,2004,290.29832,150.062,-5.271
SOZVMJI12AB01808AF,Synthetic Dream,ARNPAGP1241B9C7FD4,lextrical,0,165.69424,138.331,-6.787
SOWTBJW12AC468AC6E,Broken-Down Merry-Go-Round,ARQGYP71187FB44566,Jimmy Wakely,0,151.84934,86.186,-15.221
SOBEBDG12A58A76D60,Kassie Jones,ARI3BMM1187FB4255E,Alice Stuart,0,220.78649,110.382,-8.514
SOZCTXZ12AB0182364,Setanta matins,AR5KOSW1187FB35FF4,Elena,0,269.58322,111.874,-8.05
SOBBUGU12A8C13E95D,Setting Fire to Sleeping Giants,ARMAC4T1187FB3FA4C,The Dillinger Escape Plan,2004,207.77751,166.862,-4.264
SOBLGCN12AB0183212,James (Hold The Ladder Steady),AR47JEX1187B995D81,SUE THOMPSON,1985,124.86485,137.522,-12.332
SOPSWQW12A6D4F8781,Made Like This (Live),ARGIWFO1187B9B55B7,Five Bolt Main,0,225.09669,164.672,-5.908
SOZQDIU12A58A7BCF6,Superconfidential,ARNTLGG11E2835DDB9,Clp,0,338.31138,125.006,-6.486
SONYPOM12A8C13B2D7,I Think My Wife Is Running Around On Me (Taco Hell),ARDNS031187B9924F0,Tim Wilson,2005,186.48771,90.022,-4.516
SOBZBAZ12A6D4F8742,Spanish Grease,AROUOZZ1187B9ABE51,Willie Bobo,1997,168.25424,127.025,-9.616
SOVYKGO12AB0187199,Crazy Mixed Up World,ARH4Z031187B9A71F2,Faye Adams,1961,156.39465,95.957,-18.051
SOGNCJP12A58A80271,Do You Finally Need A Friend,ARB29H41187B98F0EF,Terry Callier,1972,342.56934,110.189,-11.939
SOLLHMX12AB01846DC,The Emperor Falls,AR1Y2PT1187FB5B9CE,John Wesley,0,484.62322,138.007,-15.335
SOYTPEP12AB0180E7B,Twist and Shout,ARAJPHH1187FB5566A,The Shangri-Las,1964,164.80608,130.1,-10.922
SOGXHEG12AB018653E,It Makes No Difference Now,AR0RCMP1187FB3F427,Billie Jo Spears,1992,133.32853,160.839,-9.983
SOOLYAZ12A6701F4A6,Laws Patrolling (Album Version),AREBBGV1187FB523D2,Mike Jones (Featuring CJ_ Mello & Lil' Bran),0,173.66159,41.993,-7.762
SOGOSOV12AF72A285E,¿Dónde va Chichi?,ARGUVEV1187B98BA17,Sierra Maestra,1997,313.12934,189.646,-9.512
SOJXVAH12A8C139700,"Barking Dogs (From ""Piouhgd"")",ARPQ4Z01187FB3A736,Butthole Surfers,0,450.84689,130.586,-9.063
SOVXMTN12A8C135A18,OUTE ENA EFHARISTO,ARNQAVF11F4C844C04,Despina Vandi,0,303.09832,128.292,-8.879
SORSECL12AB0182267,Midnight Swim,ARXUT4W1187FB48BEB,Javier Navarrete,0,128.83546,90.932,-17.699
SOOGFBZ12AC3DF7FF2,In A Subtle Way,ARDD1RC1187B9B52B4,Jacob Young,0,456.30649,89.667,-19.478
SOMSBGZ12AB018C4CB,Spin,ARLGWFM1187FB4AC9F,Scarlet's Remains,2007,198.73914,115.061,-7.469
SONYRZV12AB018AF70,Burning In The Aftermath,ARWYVP51187B98C516,The Suicide Machines,2003,95.68608,115.887,-2.022
SONQBUB12A6D4F8ED0,Angie (1993 Digital Remaster),ARFCUN31187B9AD578,The Rolling Stones,0,271.49016,139.333,-10.358
SOHGKJW12AC468A8BD,Sabor Guajiro,AR6YDKV1187B989230,Roberto Torres,0,226.66404,117.271,-12.716
SOINBCU12A6D4F94C0,Human Cannonball,ARV1JVD1187B9AD195,Loudon Wainwright III,1995,190.48444,102.428,-15.663
SOTWVQT12A58A79650,Glory Be,AR7TTS41187B9B42D3,R.L. Burnside,2004,277.78567,89.984,-6.944
SOTSEJY12AB0180F56,Crossfire,ART3O5Z1187B9AB043,Stevie Ray Vaughan,1992,248.78975,116.721,-7.805
SOTSETT12AB01863B8,I Can't Be Satisfied,AR5U94U1187FB5CDCF,John Hammond,2002,195.3171,123.142,-10.7
SOTUNMH12A6D4FA3E6,Nashville Parthenon,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,2006,175.72526,141.919,-10.93
SOEPPKB12AB018418B,Cocain Ducks,AR6IRG41187B9A4D98,Ec8or,1995,217.23383,95.596,-9.493
SOGKIWV12A6D4F86C4,Human Being,ARS1OWB1187B99EEAD,The New York Dolls,1974,344.05832,154.953,-9.253
SOPHYIS12AAF3B35A3,The More I See You,ARGMXQW1187FB54C34,Eliane Elias,2009,251.42812,86.091,-12.009
SOFHBAR12A6701D0FE,Certain Things We Do,AROEL1B1187B988B90,Lost Boyz,1997,269.7922,90.218,-11.043
SOCPRKM12AB018A2FD,Forming,AR8W8DN1187FB35ED0,The Germs,1977,206.05342,133.144,-11.506
SOFGHAM12AB0186412,Mafuá,ARUWLCL1187FB549B8,Yamandu Costa,0,190.04036,205.317,-14.179
SODHVES12A6701CE6B,Driving Home For Christmas,AR3793X1187FB50CB3,Chris Rea,1986,241.162,180.149,-8.531
SOXIATP12AAF3B2184,Spooks In Space,ARINEWW1187FB5577E,Perrey And Kingsley,1966,122.64444,102.538,-8.541
SOGNQWU12A8AE4868F,Tous Les Garçons Et Les Filles,ARDGB6U1187FB3AD07,Eurythmics,1985,207.0722,84.164,-6.629
SOYQOFI12A6D4F76E1,Too Much Saturn,AR2J2WF1187FB46271,Francis Dunnery,1995,300.79955,124.175,-13.33
SOVOLGY12A6D4F822B,Movement 4 [from Kiss] (Album Version),ARUI8651187B9ACF52,John Cale,1997,228.46649,137.004,-12.412
SOMZCVH12AB0182B8E,Stream,AR89DTT1187B9A7ED5,Suzanne Ciani,0,239.59465,106.33,-21.552
SONXJBL12AAF3B2C0C,Make Me Over,ARMD0G81187B99A519,Vickie Winans,0,228.93669,107.961,-8.686
SOYWZTU12AB0180E26,Deform (live),AR0VZWC1187B99BA57,The Berzerker,2000,165.61587,174.287,-6.222
SOLGHDZ12AB0183B11,Wicker Chair,ARF2EHS1187B994F4E,Kings Of Leon,2003,187.92444,116.823,-5.907
SOTNTNJ12AAA15FBD6,An ti chans',ARZKRD01187FB45FD2,Edith Lefel,0,276.50567,101.972,-4.638
SOXZXXV12AAF3B3A67,I Will Love Again (JJ's Club Radio),ARK4H5K1187B992F74,Taras,0,200.25424,127.97,-5.884
SOPIKEG12A58291636,Stickin In My Eye,AR06EB01187FB40150,NOFX,1992,144.50893,152.622,-7.787
SOIRNBO12AC468D207,Ota kiinni,ARKPDBH1242077DEB1,Murskahumppa,0,285.17832,110.787,-8.488
SOSBDSF12AB0189007,Entre Caníbales,ARBJSO81187B9BA09B,Soda Stereo,1990,246.69995,112.903,-9.603
SOIJXXM12A8C1416D6,Rosemary Recalls,ARRC2JF1187B9B6A93,Bruce Rowland,1985,84.03546,115.642,-26.266
SOHMMMC12AB0181C42,Sudanese Dance,ARNIFX51187FB418EA,Xcultures,2000,273.52771,125.013,-6.305
SOVJXVJ12A8C13517D,Where The Thunder Roars (Tales Of Wonder Album Version),ARCCRTI11F4C845308,White Heart,0,298.84036,113.277,-9.998
SOFZCTA12AB0188D8F,Wanna Be A Player,ARNVH8S1187FB52F86,Heavy D / McGruff,1997,161.38404,96.979,-9.161
SOLRYQR12A670215BF,Panama (Remastered Album Version),ARNLO5S1187B9B80CC,Van Halen,0,209.29261,140.995,-4.865
SOCHRXB12A8AE48069,Let's Get It Started,ARTDQRC1187FB4EFD4,Black Eyed Peas,2004,229.61587,105.206,-4.882
SOKBBXO12A6701DEA0,Metal,ARK9TRQ1187B99C095,Nine Inch Nails,2000,426.89261,63.017,-12.951
SOWHYUG12A58A77FAB,She Fell Away (2009 Digital Remaster),ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,0,269.26975,144.603,-11.751
SOYSTDI12A6D4F6500,Next Time,ARMBYRO1187FB57419,Nadine Renee,0,249.41669,167.92,-6.693
SOOOROX12A6D4F8400,It's My Party,ARWY7I71187FB36C3D,Lesley Gore,1963,136.48934,129.122,-9.091
SONSPZE12AB01819CE,Complicate It,AR6Y22S1187B99906F,Smartbomb,2001,233.27302,132.022,-2.658
SOHWGFU12AB017B036,Monde De Fou,ARI5P4N1187FB3F44D,Suburbs,2005,187.24526,183.92,-4.42
SOQQVQJ12AB0185192,Opus a Satana (Part 2),ARYPWUK1187B98ACED,Emperor,0,72.61995,89.867,-11.051
SODRHHD12AB0189F2A,This Melody (Live),ARW63KF1187B98AC48,Julien Clerc,0,272.63955,119.896,-9.97
SOQGFVO12A8C13C8C3,I'm Gone This Time,AR8H87D1187FB3A841,Glen Campbell,0,142.75873,137.29,-11.335
SORABMD12A8C136672,You Feel Good All Over,ARLWR721187B9A03C9,T.G. Sheppard,2002,194.11546,82.343,-15.581
SOTUBVH12AB018D2EC,Indian Love Call,ARF4V431187FB3AA41,Slim Whitman,1990,195.91791,91.487,-11.98
SOMQAGT12A8C132DB4,You Can Still Be Free,ARBGWMW1187B9AEA3E,Savage Garden,1999,118.33424,84.69,-11.215
SOKLLOH12A67020F2C,I Never Came,AR6G4V01187B9AD086,Queens Of The Stone Age,2005,288.41751,115.606,-8.165
SONRLQH12AB017C232,Dixie,ARVQ4QM1187B98AD95,Hank Penny & The Lincoln Penny Orchestra,0,123.21914,126.523,-12.69
SODDZAD12A6701DC4C,Commercial Reign,AR9AM2N1187B9AD2F1,Inspiral Carpets,1990,283.76771,113.677,-8.7
SORENXV12A6701F61F,Hourglass,AR9XEVF1187B99D017,Borialis,0,239.3073,86.938,-5.758
SOYMMDY12AB01825B2,Wake,ARCFOZ71187FB43A0D,The Dirty Skirts,0,206.75873,141.936,-4.907
SOJWQIP12A6D4F710A,Caricia Y Herida,ARHFEBO11F50C4825A,Flor Silvestre,0,134.81751,106.049,-8.133
SOOVOKS12AB017EE57,Le tortillard,AR107SB1187B9A79F9,Bézu,0,285.64853,126.88,-9.093
SORWHWY12A6702038E,WKYA (drop),ARXWAQQ1187B9AE954,Redman,2001,124.18567,85.008,-10.296
SOGYYLE12A8C13E5EA,Teräslintu,ARL6XZC1187FB3936E,Solistiyhtye Suomi,0,134.08608,133.699,-12.839
SOITUXQ12AB0183AE9,Now's The Time To Fall In Love,ARSDSMG1187B98CB59,Eddie Cantor,0,155.61098,118.975,-13.71
SOTWEZZ12A8C142B60,Grim Prospects (Gross Prospects - Bad Trip Remix),AR3WMW01187B9921F7,Schizoid,0,275.40853,102.408,-2.119
SOUVRGZ12A58A77F90,Mangos,AR3C3C01187B98E800,Kai Winding,1961,223.4771,112.006,-14.438
SOBLTSM12A6D4F9EEA,A Distant Voice,ARDD9UN1187B98D3A7,Sonny Simmons,0,443.24526,45.527,-13.002
SOUQVUD12A8C142DCE,Openbare Weg,ARJGNV61187B98F3B5,Mira,2006,177.81506,85.621,-12.004
SOCRPDR12AB0185B75,President Johnson,ARSVI4L1187B996181,Citizen Kaned,2000,385.33179,108.061,-8.37
SOXVBVL12AF72A600C,Lead Me Lord,ARVJ0JK1187B98C9C0,The Brooklyn Tabernacle Choir,1995,324.44036,216.195,-11.829
SOIQHDR12AB01896C8,Spontanous Combustion,AR4PCIG1187B98D07D,Ellen McIlwaine,0,275.12118,132.428,-6.29
SODLSHA12AAF3B29F2,Choro,AR1RHCO1187B9AF0BF,Vince Guaraldi / Bola Sete,0,294.66077,168.307,-15.761
SOAGHMH12AB0180285,Ma Louise,AR1X2H01187B98CCF2,Maurice Chevalier,0,193.20118,140.956,-27.433
SORAVUP12AB018556E,I Want You (Forever),ARBQBZV1187B99D29E,Carl Cox Vs Yousef,1991,357.82485,130.016,-5.701
SOFXNQP12AB0184F1A,Hate,AR9ODB41187FB459B2,Organized Konfusion,1997,198.3473,175.769,-8.709
SOGQTRZ12A8C13C8B0,I Can't Stop Loving You,ARF3GX71187FB3EB66,Martina McBride,2005,261.95546,100.194,-13.627
SOBHVZQ12AC9618285,Thank You Lord,AR3PN3R1187FB4CEBD,Horace Andy,1985,176.27383,151.911,-11.479
SOYPBCY12AB0181EF3,How Can You Call That Beautiful (Stewkey Vocal),ARYWCFZ11E2835CFDD,Nazz,0,220.89098,119.691,-6.302
SOWRLSY12AC4687694,Cheatin' In The Next Room,ARUT16P1187FB532A4,Tyrone Davis,0,235.91138,161.976,-10.466
SOOGQWR12A8C142505,Candy Man,AREOGMA1187B9908EF,Hot Tuna,1971,239.59465,172.398,-9.275
SOJDYQY12AB0188C97,I See The Boys Of Summer,AR4ABL21187FB3913A,Richard Burton,0,171.49342,109.823,-37.398
SOBHQUF12AB018B03E,Three Is a Crowd,AR8YV1I1187FB45D2B,Rory Block,0,266.05669,90.101,-13.836
SOFRAZJ12A8C143CDB,On Bended Knee,ARR9XGB1187B9912E6,Boyz II Men,1994,329.27302,116.473,-7.103
SONNDHT12A8C13F20B,My Four Reasons,ARBKUS51187B98A3AC,Howard Armstrong,0,198.922,126.821,-13.495
SOYZOXW12A8C13E195,Little Girl (LP Version),ARTB5PP1187FB523B7,Donny Hathaway,1971,283.21914,111.191,-15.144
SOSGJTX12AB0181F7C,Eternamente Amame,ARXFQDY1187B9AAF1E,Miguel Gallardo,0,238.68036,125.508,-12.991
SOBQBWP12AB018611B,Niev nietch nievitch,ARVEJ9M1187FB4DC44,Les Ogres De Barback,1999,254.06649,137.888,-6.01
SODULLV12AB017FA09,Come Over,ARTHEAP122BCFCD0B2,DJ X-Change featuring DJ Joey A,0,184.31955,150.012,-5.58
SOYAGJM12A8C13DCCE,Blue Taxi,ARQESNI1187FB511EE,Morel,0,311.40526,108.367,-4.313
SORXUZZ12A8AE4798A,I Want Love (Tween You & Me) (Album Version),ARCZ20M1187FB49687,Tony Joe White,0,162.53342,173.482,-17.285
SOCHXAE12AF72A25D6,White Feather,ARDF8K01187FB37200,Wolfmother,2009,212.37506,110.745,-5.931
SOCRHCQ12A58A7C8C6,Christlike Roche,AR11NP91187B9901B4,The Roches,1995,338.33751,130.027,-14.248
SOSEJIQ12AB017E7EB,You Rascal You,ARBZAIL1187FB5B1C8,Bob Margolin,0,126.51057,110.168,-12.651
SOMXWXQ12AC3DFA002,Sympathy,ARWXHRS1241B9C7A1E,Thomas Battenstein,0,205.58322,97.976,-16.056
SOGMXBW12A6D4FB8D7,They Say (Album),ARV1P811187FB3CFC6,Jupiter Rising,2007,193.4624,119.979,-5.913
SOOPUTF12AB018DFAA,Simon's Folly,ARIU0MA1187B98D36F,Dharma Bums,0,127.4771,156.968,-5.541
SOFDTRZ12AB018DD11,Crawl Before You Ball (Album Version),ARB4D891187B9954F7,Saafir,1999,234.762,188.886,-6.019
SOOGNJP12A8C1381AD,Medicate Myself,ARQOC971187B9910FA,The Verve Pipe,2001,292.8322,133.306,-4.953
SOFUBCP12A8C13D5EF,Biding Her Time,AR19SOA1187B98F6E6,Bob Neuwirth,1990,241.10975,152.267,-18.114
SOVZBDR12A6702012E,More And More  (LP Version),ARTDBI61187FB48479,Marvin Sapp,0,270.68036,166.275,-11.061
SOPWKSS12AC468E659,Cowboy Ways,ARSE6YI1187B9B9CD2,James Hunter,0,188.73424,114.971,-7.04
SOCCQIQ12A8C13C76B,Brasas Vivas,AR6C8EJ1187FB3F473,Nelson Ned,0,211.80036,144.651,-15.358
SODBMZD12A8C134232,Kolomeyke,AROI96Z1187B9A5304,Mish Mash,0,254.32771,152.005,-11.213
SOBUWPY12A8C1446C0,In This Life,ARIOSKN1257509BCE1,Cama,2009,210.36363,155.074,-5.904
SORWXUP12A58A79E65,Groovin' In The Midnight,ARI0PUX1187FB3F215,Maxi Priest,1991,301.81832,61.971,-8.095
SOJEVZW12A8C133988,Waiting,ARYO9BU1187B9ADA88,Porcupine Tree,1997,416.80934,124.04,-7.982
SOOODKC12AB018462F,A'chek Ouyounik (2009 Digital Remaster),ARZ507V1187FB4425E,Ragheb Alama,0,413.36118,191.196,-8.804
SODOLVO12B0B80B2F4,Hell,AR6XPWV1187B9ADAEB,Foo Fighters,2005,117.002,152.127,-5.699
SOEHWGF12A6D4F8B2B,Hips Don't Lie (featuring Wyclef Jean),AR6PJ8R1187FB5AD70,Shakira Featuring Wyclef Jean,0,217.36444,100.023,-5.152
SOOZLTC12A6D4FBE91,Juoksuhauta-twist (Elämä juoksuhaudoissa),AR4CG3B1187FB5B861,The Avengers,0,122.72281,192.688,-9.965
SOOSYMY12AB01888CD,I Got Over It (Album Version),AR7BMMV1187FB5B2D7,Robben Ford,1988,203.98975,154.322,-11.976
SOPBKEB12A6D4FD777,One Less Bell To Answer,AREYIHC1187B99CE0B,Brazilian Tropical Orchestra,0,192.44363,236.006,-10.229
SOEWQYW12AB0183FDE,Festa,AREEMIN11F4C848971,Gil Semedo,0,285.36118,150.666,-6.284
SOFBQIA12AB0182219,Te Hacen Falta Vitaminas,ARBJSO81187B9BA09B,Soda Stereo,1984,225.12281,175.421,-3.818
SOHDDHR12AB0183552,Sense And Trick,ARBGJLS11F4C83D4B9,Xmilk,0,123.66322,104.153,-4.633
SONWQQX12AC3DF6762,Fire (Oscar G Space Vocal Mix),ARVNDLR1187B99CA1B,Dolce; Oscar G.,0,525.16526,127.278,-5.602
SOGXFIF12A58A78CC4,Hanging On (Medium Key Performance Track Without Background Vocals),AR5LZJD1187FB4C5E5,Britt Nicole,0,204.06812,160.165,-5.157
SOIPNSZ12A8C144128,Grim Prospects (Version 2 Remix),AR3WMW01187B9921F7,Schizoid,0,166.00771,86.091,-1.925
SOEXSIN12A8C133B0A,Christmas In Jamaica,ARAEX7Y1187FB42D36,Toni Braxton Featuring Shaggy,2001,219.01016,149.94,-5.21
SOTSMNJ12AB018365E,Gossippo Perpetuo,ARK2G5U1187FB46B34,Perrey And Kingsley,2001,127.9473,135.78,-12.717
SOLGRUN12A8C140543,2190 Dias Contigo,ARTB56G11C8A41569D,Sven Tasnadi,0,570.90567,122.967,-12.28
SOQCHGV12AC4688FC6,No Control,AR0GGKI1187FB391D5,Eddie,0,230.00771,142.024,-9.748
SOXCWTT12AC9075756,The Vitalized Shell,ARZEWUR1187FB53DC8,Enthroned,2010,240.74404,135.535,-4.878
SOAFIPD12A8C13A261,Mozart,AR89DTT1187B9A7ED5,Suzanne Ciani,1989,192.20853,139.189,-23.988
SOMJPML12A8C13D74E,Ciao Milan,ARTHKKA122BCFCBF58,Milan Band,0,152.0322,128.598,-9.414
SOCVDYI12AC4687DDB,Lend Me Your Chopper,ARJDMBO1187B9AD118,Johnny Osbourne,2004,215.30077,163.445,-9.741
SOEVGMZ12A8C1421B5,Letter To Heaven,ARYJSY01187B9B7C65,Dolly Parton,1971,155.21914,114.027,-11.965
SOCGURJ12AB0182AEE,Heaven is Where The Heart Is,AR77FBJ1187FB49D8D,Rance Allen Group,0,207.12444,111.316,-12.779
SOHTWLT12A8C13CFE1,Inside Job,ARFVYJI1187B9B8E13,Pearl Jam,2006,428.56444,105.994,-8.403
SOVQZYP12A8C144692,Take A Look  (LP Version),ARBM4TC1187FB5CE98,Natalie Cole,0,185.7824,88.489,-13.251
SOHHANU12A58A77C66,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),ARMQHX71187B9890D3,Mastodon,2009,654.28853,118.433,-5.884
SOTHWPG12AB018C90E,Bulgarian Dream,ARYXJ5A1187B9B9E56,Kiril Valeri,0,306.72934,96.007,-6.929
SOOQHNV12AB0186CD4,Amalgama,ARULHJM1187B997004,Word,0,229.51138,187.807,-4.198
SOSGXRU12AAF3B2B07,Born and Raised In Compton,AROTIMO1187FB532BF,DJ Quik,1991,205.58322,181.115,-6.998
SOFRUDU12A8C13A40C,We're Gonna Go Fishin',AR0X3JJ1187FB3A9A7,Hank Locklin,0,127.05914,148.357,-12.772
SONXLQQ12AB0184B54,Robbers Kill Cop,AR035N21187FB3938E,BT,0,44.35546,136.164,-18.147
SOKPHVH12AB0187460,Relax,ARA0H5U1187FB47949,2-4 Grooves feat. Reki D.,2009,203.83302,126.941,-7.661
SOIUGDX12A6D4FDECA,Sweet By And By,AR358YS1187FB44A29,The Jordanaires,0,176.50893,159.582,-17.308
SOAYYDM12AB01817E6,Orgofart,ARANOZN1187B9B373E,Descendents,1986,140.66893,89.495,-28.347
SORAJXA12A58A7A4C9,Bitch Is Back,ARHONG11187FB3B120,L.A. Guns,1988,201.09016,102.259,-2.869
SODJUNF12A8C13337F,Naked Albino,ARRA2F91187B9B4061,Bare Jr.,1998,254.79791,107.529,-7.309
SOVDDWO12A6D4F9A78,Johnny Loves Me (LP Version),ARSGZ3J1187FB3E610,Shelley Fabares,0,143.0722,99.408,-15.351
SOFGQAP12AB0185946,Dearly Beloved,ARMQ32V1187B9999F3,Norrie Paramor,0,163.49995,79.731,-25.694
SORGLCR12AB0184B69,The Look Of Love,AR8EDG51187FB41A08,Gary Hobbs,0,289.64526,188.502,-9.435
SOLBIIE12AB0184DFC,Cooler Than You,AR1GYND1187B9A9CD3,Diesel Boy,1998,124.15955,133.729,-4.793
SORHOEV12A81C20F71,Taryns Deepest Fear,AR1PCLK1187FB5BBFF,Angelo Badalamenti,0,167.3922,139.136,-17.623
SOFPYXC12A58A7A4B9,Summer Dying Fast,ARF0W6Z1187B9AC325,Cradle Of Filth,1994,321.35791,193.693,-6.2
SOFQGCQ12AB0183609,Still,ARWGIOC1187FB4CBEF,Jim Chappell,0,263.94077,76.693,-19.821
SOEBDBO12AC4688712,Snapshot,ARZHLNX1187FB4B8E7,Ladybug,0,341.36771,126.95,-9.632
SONIQSB12AB0189829,End Of The Road (Head Hornys Remix),ARC25S11187B993923,Bandido,0,333.13914,144.812,-5.671
SOYNEII12AB0181DB6,7 Miles,ARKE8PP1187B997DD4,Brixx,0,349.12608,138.003,-11.708
SOKIGWD12A6701DE9D,The Frail,ARK9TRQ1187B99C095,Nine Inch Nails,1999,168.56771,130.284,-16.968
SOHXKAN12AC46872F1,Para Milladoiro,ARGTUWC1187B9904A0,Susana Seivane,2010,350.71955,152.013,-13.038
SOQZHMH12A8C13A393,Stone Cold Fingers (Bonus Track),ARFS01P1187B9A395A,Leland Martin,0,175.62077,159.968,-10.647
SOLEYPL12A6D4F83CE,Snowball,ARGWIHH1187B9A79B0,Test Icicles,2005,190.24934,75.031,-4.172
SOZFCNC12A6D4F76F3,(We Don't Need This) Fascist Groove Thang,AR5MK521187B98E0B8,Heaven 17,1981,255.16363,150.837,-10.756
SOPUQFS12A8C13DE1E,Drunk Alone,ARU22AM1187B9961EA,React,0,120.2673,143.231,-3.422
SOPNRDT12AB018A2D8,Charisma,ARTB56G11C8A41569D,Sven Tasnadi,0,557.26975,123.993,-12.26
SOGTLVU12A8AE47D5D,Going Down Slow,AR93RTI1187B98ECFB,Mance Lipscomb,2000,187.53261,97.981,-23.527
SOXNMDZ12A6D4FA20D,All Rise,AR9AN471187B99E0DA,Scott Wesley Brown,0,295.60118,137.288,-9.435
SOGOJBW12AB018513B,Jogo Limpo,ARAR4YH1187B98BF2A,Flávio José,0,252.02893,168.323,-8.639
SONNOCP12A8C145220,Silent Hill,AR567PN1187FB4B4F2,Moss,2009,329.35138,111.079,-7.672
SOUDHTP12AB0183403,Our Love Is Here To Stay,ARYKF861187B99C74B,Pery Ribeiro,0,180.00934,133.009,-13.668
SOWDEPU12A8C137B14,Everything Changes,AR4K59J1187FB3759B,Soular,0,244.45342,146.577,-6.885
SOJBYGW12A8C13A497,Master Of Disharmony,ARLSF8H1187B9A76B0,Dimmu Borgir,1996,282.53995,140.458,-4.2
SOQDTQP12A6D4F793F,(This Is Not A) Love Song (Live),ARDG9Z71187B997023,Public Image Ltd,1983,388.28363,132.506,-16.433
SOJHKYL12A6D4FA0AC,What Are We Here For,AR56P361187B9AC4DB,Gary Moore,1997,345.93914,153.862,-6.951
SOJVWBA12AB018C326,Une petite pause,ARDDHGI126E2B3AA76,Pascal Sangla,2010,243.1473,93.238,-14.737
SONRSQW12A6D4F6D1C,Wig,ARVML631187B99E90D,The B-52's,1986,261.74649,124.086,-9.628
SONTBYD12A58A77A29,Perasmena Mesanihta,ARBKMHZ11F4C843491,Dakis,0,172.25098,66.765,-8.46
SOMKMPB12A8C1447D0,God Save the Queen (Live),ARD3LXU1187B9ABFC5,Sex Pistols,1988,216.60689,145.518,-3.736
SOSGQPS12A8AE48538,Forever,ARXOTQH1187FB57084,Chris Brown,0,363.59791,139.998,-4.376
SOKENJQ12AB017EC8C,Sun Is Shining,ARMG6K31187FB55677,Deekline & Wizard,2004,271.77751,90.648,-6.947
SOBNTXB12A8C1428BA,New Age,ARFUSID1241B9C9462,Daniela Dessì,0,330.65751,140.334,-12.279
SOIKIJC12AC3DFB3D2,Have Yourself A Merry Little Christmas,ARC6UC81187B989062,Hem,2005,133.27628,89.86,-15.736
SOFJNQR12A6D4FAE92,U Killed It,ARKZJ301187FB521B2,Lily Allen,2006,264.69832,156.097,-5.871
SOGDFIT12AB018528B,Rain And Snow,ARVKAWO11F50C47C9A,Pentangle,0,228.51873,179.501,-12.053
SOOIZTH12AB018C12E,Gerra De De,ARHXBJI1241B9C8B7F,DJ Dips,0,240.3522,86.689,-6.248
SOQPJUL12AB0189379,Kako mi je pitas sad,ARTFLEU1269FCD1FE3,Ana Bekuta,0,145.57995,160.261,-13.703
SOMBQEO12A8C135018,Voices On The Corner,AR0LVFQ1187B9A84E0,Jason Miles,0,235.80689,101.03,-9.716
SOCQWKZ12A8C13CE4C,(Bloody Paw On The) Kill Floor,ARU9KWP1187B98B2A7,Busdriver,2007,192.1824,155.038,-6.258
